test,predict,testlabel,predictlabel
0.620230769,0.61135095,0,0
0.624666667,0.67062455,0,1
0.6716666669999999,0.70978814,1,2
0.701666667,0.70855236,2,2
0.7277692310000001,0.71000916,2,2
