test,predict,testlabel,predictlabel
0.620230769,0.6292786,0,0
0.624666667,0.6964326,0,1
0.6716666669999999,0.69278175,1,1
0.701666667,0.67651147,2,1
0.7277692310000001,0.7145851,2,2
